K;TrainRatio;Metric;Class;Accuracy;Precision;Recall;F1;DurationMs;Status
1;0.10;ChebyshevMetric;canada;0.6959;0.1187;0.0851;0.0991;53322;OK
1;0.10;ChebyshevMetric;france;0.6959;0.0952;0.0987;0.0969;53322;OK
1;0.10;ChebyshevMetric;japan;0.6959;0.1382;0.1542;0.1458;53322;OK
1;0.10;ChebyshevMetric;uk;0.6959;0.2456;0.2781;0.2609;53322;OK
1;0.10;ChebyshevMetric;usa;0.6959;0.8281;0.8334;0.8308;53322;OK
1;0.10;ChebyshevMetric;west-germany;0.6959;0.1227;0.1181;0.1204;53322;OK
1;0.10;EuclideanMetric;canada;0.7258;0.1570;0.1184;0.1350;53977;OK
1;0.10;EuclideanMetric;france;0.7258;0.1659;0.1659;0.1659;53977;OK
1;0.10;EuclideanMetric;japan;0.7258;0.1643;0.1976;0.1794;53977;OK
1;0.10;EuclideanMetric;uk;0.7258;0.3238;0.3375;0.3305;53977;OK
1;0.10;EuclideanMetric;usa;0.7258;0.8493;0.8579;0.8535;53977;OK
1;0.10;EuclideanMetric;west-germany;0.7258;0.2132;0.1910;0.2015;53977;OK
1;0.10;ManhattanMetric;canada;0.7488;0.2116;0.1410;0.1692;55241;OK
1;0.10;ManhattanMetric;france;0.7488;0.1787;0.1659;0.1721;55241;OK
1;0.10;ManhattanMetric;japan;0.7488;0.2372;0.3012;0.2654;55241;OK
1;0.10;ManhattanMetric;uk;0.7488;0.4055;0.4005;0.4030;55241;OK
1;0.10;ManhattanMetric;usa;0.7488;0.8601;0.8730;0.8665;55241;OK
1;0.10;ManhattanMetric;west-germany;0.7488;0.2468;0.2639;0.2550;55241;OK
1;0.20;ChebyshevMetric;canada;0.7127;0.1417;0.1076;0.1223;95451;OK
1;0.20;ChebyshevMetric;france;0.7127;0.1272;0.1503;0.1378;95451;OK
1;0.20;ChebyshevMetric;japan;0.7127;0.1980;0.2141;0.2057;95451;OK
1;0.20;ChebyshevMetric;uk;0.7127;0.2952;0.3209;0.3075;95451;OK
1;0.20;ChebyshevMetric;usa;0.7127;0.8387;0.8436;0.8411;95451;OK
1;0.20;ChebyshevMetric;west-germany;0.7127;0.1717;0.1600;0.1656;95451;OK
1;0.20;EuclideanMetric;canada;0.7424;0.1844;0.1375;0.1575;99899;OK
1;0.20;EuclideanMetric;france;0.7424;0.1981;0.2124;0.2050;99899;OK
1;0.20;EuclideanMetric;japan;0.7424;0.2128;0.2439;0.2273;99899;OK
1;0.20;EuclideanMetric;uk;0.7424;0.3857;0.3499;0.3669;99899;OK
1;0.20;EuclideanMetric;usa;0.7424;0.8541;0.8719;0.8629;99899;OK
1;0.20;EuclideanMetric;west-germany;0.7424;0.2199;0.2120;0.2159;99899;OK
1;0.20;ManhattanMetric;canada;0.7598;0.2144;0.1510;0.1772;98940;OK
1;0.20;ManhattanMetric;france;0.7598;0.2446;0.2332;0.2387;98940;OK
1;0.20;ManhattanMetric;japan;0.7598;0.2729;0.3144;0.2922;98940;OK
1;0.20;ManhattanMetric;uk;0.7598;0.4431;0.4205;0.4315;98940;OK
1;0.20;ManhattanMetric;usa;0.7598;0.8637;0.8809;0.8722;98940;OK
1;0.20;ManhattanMetric;west-germany;0.7598;0.2724;0.2920;0.2819;98940;OK
1;0.30;ChebyshevMetric;canada;0.7206;0.1633;0.1394;0.1504;127435;OK
1;0.30;ChebyshevMetric;france;0.7206;0.1481;0.1677;0.1573;127435;OK
1;0.30;ChebyshevMetric;japan;0.7206;0.2297;0.2531;0.2408;127435;OK
1;0.30;ChebyshevMetric;uk;0.7206;0.3246;0.3856;0.3525;127435;OK
1;0.30;ChebyshevMetric;usa;0.7206;0.8492;0.8415;0.8454;127435;OK
1;0.30;ChebyshevMetric;west-germany;0.7206;0.1902;0.1757;0.1827;127435;OK
1;0.30;EuclideanMetric;canada;0.7464;0.2163;0.1876;0.2009;131355;OK
1;0.30;EuclideanMetric;france;0.7464;0.2135;0.2275;0.2203;131355;OK
1;0.30;EuclideanMetric;japan;0.7464;0.2487;0.2994;0.2717;131355;OK
1;0.30;EuclideanMetric;uk;0.7464;0.3850;0.4183;0.4009;131355;OK
1;0.30;EuclideanMetric;usa;0.7464;0.8662;0.8627;0.8644;131355;OK
1;0.30;EuclideanMetric;west-germany;0.7464;0.2513;0.2252;0.2375;131355;OK
1;0.30;ManhattanMetric;canada;0.7645;0.2426;0.1962;0.2169;149773;OK
1;0.30;ManhattanMetric;france;0.7645;0.2625;0.2515;0.2569;149773;OK
1;0.30;ManhattanMetric;japan;0.7645;0.2815;0.3519;0.3128;149773;OK
1;0.30;ManhattanMetric;uk;0.7645;0.4509;0.4804;0.4652;149773;OK
1;0.30;ManhattanMetric;usa;0.7645;0.8763;0.8737;0.8750;149773;OK
1;0.30;ManhattanMetric;west-germany;0.7645;0.3058;0.3333;0.3190;149773;OK
1;0.40;ChebyshevMetric;canada;0.7311;0.1574;0.1437;0.1503;145710;OK
1;0.40;ChebyshevMetric;france;0.7311;0.1800;0.1837;0.1818;145710;OK
1;0.40;ChebyshevMetric;japan;0.7311;0.2730;0.2909;0.2817;145710;OK
1;0.40;ChebyshevMetric;uk;0.7311;0.3436;0.3957;0.3678;145710;OK
1;0.40;ChebyshevMetric;usa;0.7311;0.8543;0.8495;0.8519;145710;OK
1;0.40;ChebyshevMetric;west-germany;0.7311;0.2286;0.2062;0.2168;145710;OK
1;0.40;EuclideanMetric;canada;0.7504;0.1917;0.1862;0.1889;131177;OK
1;0.40;EuclideanMetric;france;0.7504;0.2384;0.2449;0.2416;131177;OK
1;0.40;EuclideanMetric;japan;0.7504;0.2773;0.3236;0.2987;131177;OK
1;0.40;EuclideanMetric;uk;0.7504;0.4014;0.4370;0.4185;131177;OK
1;0.40;EuclideanMetric;usa;0.7504;0.8692;0.8638;0.8665;131177;OK
1;0.40;EuclideanMetric;west-germany;0.7504;0.2876;0.2268;0.2536;131177;OK
1;0.40;ManhattanMetric;canada;0.7684;0.2356;0.2146;0.2246;152326;OK
1;0.40;ManhattanMetric;france;0.7684;0.2621;0.2585;0.2603;152326;OK
1;0.40;ManhattanMetric;japan;0.7684;0.3200;0.3782;0.3467;152326;OK
1;0.40;ManhattanMetric;uk;0.7684;0.4565;0.4961;0.4755;152326;OK
1;0.40;ManhattanMetric;usa;0.7684;0.8803;0.8730;0.8766;152326;OK
1;0.40;ManhattanMetric;west-germany;0.7684;0.3450;0.3557;0.3503;152326;OK
1;0.50;ChebyshevMetric;canada;0.7396;0.1811;0.1651;0.1727;168551;OK
1;0.50;ChebyshevMetric;france;0.7396;0.2045;0.2160;0.2101;168551;OK
1;0.50;ChebyshevMetric;japan;0.7396;0.2984;0.3348;0.3156;168551;OK
1;0.50;ChebyshevMetric;uk;0.7396;0.3640;0.4228;0.3912;168551;OK
1;0.50;ChebyshevMetric;usa;0.7396;0.8609;0.8534;0.8571;168551;OK
1;0.50;ChebyshevMetric;west-germany;0.7396;0.2206;0.1948;0.2069;168551;OK
1;0.50;EuclideanMetric;canada;0.7582;0.2208;0.2081;0.2143;153806;OK
1;0.50;EuclideanMetric;france;0.7582;0.2541;0.2480;0.2510;153806;OK
1;0.50;EuclideanMetric;japan;0.7582;0.3243;0.3801;0.3500;153806;OK
1;0.50;EuclideanMetric;uk;0.7582;0.3987;0.4537;0.4244;153806;OK
1;0.50;EuclideanMetric;usa;0.7582;0.8735;0.8673;0.8704;153806;OK
1;0.50;EuclideanMetric;west-germany;0.7582;0.2846;0.2273;0.2527;153806;OK
1;0.50;ManhattanMetric;canada;0.7749;0.2453;0.2201;0.2320;164863;OK
1;0.50;ManhattanMetric;france;0.7749;0.2756;0.2800;0.2778;164863;OK
1;0.50;ManhattanMetric;japan;0.7749;0.3487;0.4118;0.3776;164863;OK
1;0.50;ManhattanMetric;uk;0.7749;0.4868;0.5273;0.5063;164863;OK
1;0.50;ManhattanMetric;usa;0.7749;0.8836;0.8759;0.8797;164863;OK
1;0.50;ManhattanMetric;west-germany;0.7749;0.3234;0.3506;0.3364;164863;OK
1;0.60;ChebyshevMetric;canada;0.7443;0.1772;0.1687;0.1728;162851;OK
1;0.60;ChebyshevMetric;france;0.7443;0.2200;0.2056;0.2126;162851;OK
1;0.60;ChebyshevMetric;japan;0.7443;0.3014;0.3976;0.3429;162851;OK
1;0.60;ChebyshevMetric;uk;0.7443;0.3844;0.4169;0.4000;162851;OK
1;0.60;ChebyshevMetric;usa;0.7443;0.8647;0.8567;0.8607;162851;OK
1;0.60;ChebyshevMetric;west-germany;0.7443;0.2342;0.2016;0.2167;162851;OK
1;0.60;EuclideanMetric;canada;0.7668;0.2396;0.2259;0.2326;154404;OK
1;0.60;EuclideanMetric;france;0.7668;0.2857;0.2430;0.2626;154404;OK
1;0.60;EuclideanMetric;japan;0.7668;0.3319;0.4699;0.3890;154404;OK
1;0.60;EuclideanMetric;uk;0.7668;0.4178;0.4532;0.4348;154404;OK
1;0.60;EuclideanMetric;usa;0.7668;0.8796;0.8727;0.8761;154404;OK
1;0.60;EuclideanMetric;west-germany;0.7668;0.3069;0.2403;0.2696;154404;OK
1;0.60;ManhattanMetric;canada;0.7761;0.2483;0.2229;0.2349;165983;OK
1;0.60;ManhattanMetric;france;0.7761;0.2900;0.2710;0.2802;165983;OK
1;0.60;ManhattanMetric;japan;0.7761;0.3596;0.4940;0.4162;165983;OK
1;0.60;ManhattanMetric;uk;0.7761;0.4801;0.5106;0.4949;165983;OK
1;0.60;ManhattanMetric;usa;0.7761;0.8846;0.8764;0.8805;165983;OK
1;0.60;ManhattanMetric;west-germany;0.7761;0.3150;0.3101;0.3125;165983;OK
1;0.70;ChebyshevMetric;canada;0.7476;0.1609;0.1510;0.1558;143816;OK
1;0.70;ChebyshevMetric;france;0.7476;0.1667;0.1519;0.1589;143816;OK
1;0.70;ChebyshevMetric;japan;0.7476;0.3436;0.4148;0.3758;143816;OK
1;0.70;ChebyshevMetric;uk;0.7476;0.3972;0.4571;0.4250;143816;OK
1;0.70;ChebyshevMetric;usa;0.7476;0.8688;0.8572;0.8630;143816;OK
1;0.70;ChebyshevMetric;west-germany;0.7476;0.2581;0.2581;0.2581;143816;OK
1;0.70;EuclideanMetric;canada;0.7677;0.2081;0.1878;0.1974;134315;OK
1;0.70;EuclideanMetric;france;0.7677;0.2500;0.2025;0.2238;134315;OK
1;0.70;EuclideanMetric;japan;0.7677;0.3757;0.4815;0.4221;134315;OK
1;0.70;EuclideanMetric;uk;0.7677;0.4416;0.4939;0.4663;134315;OK
1;0.70;EuclideanMetric;usa;0.7677;0.8797;0.8721;0.8759;134315;OK
1;0.70;EuclideanMetric;west-germany;0.7677;0.2796;0.2796;0.2796;134315;OK
1;0.70;ManhattanMetric;canada;0.7778;0.2190;0.1878;0.2022;145544;OK
1;0.70;ManhattanMetric;france;0.7778;0.2667;0.2532;0.2597;145544;OK
1;0.70;ManhattanMetric;japan;0.7778;0.3916;0.4815;0.4319;145544;OK
1;0.70;ManhattanMetric;uk;0.7778;0.4874;0.5510;0.5172;145544;OK
1;0.70;ManhattanMetric;usa;0.7778;0.8871;0.8764;0.8817;145544;OK
1;0.70;ManhattanMetric;west-germany;0.7778;0.3241;0.3763;0.3483;145544;OK
1;0.80;ChebyshevMetric;canada;0.7553;0.1871;0.1538;0.1688;104768;OK
1;0.80;ChebyshevMetric;france;0.7553;0.1458;0.1321;0.1386;104768;OK
1;0.80;ChebyshevMetric;japan;0.7553;0.3652;0.4421;0.4000;104768;OK
1;0.80;ChebyshevMetric;uk;0.7553;0.4080;0.4494;0.4277;104768;OK
1;0.80;ChebyshevMetric;usa;0.7553;0.8678;0.8678;0.8678;104768;OK
